번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
2433,영화상영관,03_13_02_P,3220000,CDFF4220002000000030,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 컴포트 11관,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2434,영화상영관,03_13_02_P,3220000,CDFF4220002006000004,20060704,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 602,서울특별시 강남구 압구정로30길 45 (신사동),,CGV압구정 제4관,2.02E+13,U,40:00.0,,202530.1848,446900.9612,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20060704,
2435,영화상영관,03_13_02_P,3220000,CDFF4220002006000005,20070504,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 602,서울특별시 강남구 압구정로30길 45 (신사동),,씨네 드 쉐프 B관,2.02E+13,U,40:00.0,,202530.1848,446900.9612,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20070504,
2436,영화상영관,03_13_02_P,3220000,CDFF4220002007000001,20070208,,1,영업/정상,13,영업중,,,,,539-9407,,,서울특별시 강남구 역삼동 814-6 스타플렉스 6층,"서울특별시 강남구 강남대로 438 (역삼동, 스타플렉스)",6123,CGV 강남제1관,2.02E+13,U,40:00.0,,202262.4579,444382.5423,영화상영관,영화상영관,,,,,15,5,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070208,일반상업지역
2437,영화상영관,03_13_02_P,3220000,CDFF4220002000000031,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 102호 스위트룸,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2438,영화상영관,03_13_02_P,3220000,CDFF4220002000000032,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 103호 스위트룸,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2439,영화상영관,03_13_02_P,3220000,CDFF4220002000000033,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 104호 컴포트룸,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2440,영화상영관,03_13_02_P,3220000,CDFF4220002000000034,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 105호 컴포트룸,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2441,영화상영관,03_13_02_P,3220000,CDFF4220002000000035,20000504,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",6164,코엑스 101호 스위트룸,2.02E+13,U,40:00.0,,205130.5917,445590.0968,영화상영관,영화상영관,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000504,
2442,영화상영관,03_13_02_P,3220000,CDFF4220002002000001,20020425,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 1관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
2443,영화상영관,03_13_02_P,3220000,CDFF4220002002000002,20020425,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 2관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
2444,영화상영관,03_13_02_P,3220000,CDFF4220002002000003,20020425,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 3관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
2445,영화상영관,03_13_02_P,3220000,CDFF4220002002000004,20020425,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 4관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
2446,영화상영관,03_13_02_P,3220000,CDFF4220002002000005,20020425,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이 시사실,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20020425,
2447,영화상영관,03_13_02_P,3220000,CDFF4220002002000006,20020702,,1,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 2층,"서울특별시 강남구 도산대로8길 8 (논현동,2층)",,롯데시네마 브로드웨이 1관,2.01E+13,I,59:59.0,,201869.7776,446024.4102,영화상영관,영화상영관,0,,,0,0,0,,1,,,,,,,,,,,,,,,,,,영화관,,20020702,
2448,영화상영관,03_13_02_P,3220000,CDFF4220002002000007,20020702,,1,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 4층,"서울특별시 강남구 도산대로8길 8 (논현동,4층)",,롯데시네마 브로드웨이 2관,2.01E+13,I,59:59.0,,201869.7776,446024.4102,영화상영관,영화상영관,0,,,0,0,0,,1,,,,,,,,,,,,,,,,,,영화관,,20020702,
2449,영화상영관,03_13_02_P,3220000,CDFF4220002002000008,20020702,,1,영업/정상,13,영업중,,,,,3447-0650,,,서울특별시 강남구 논현동 3-5번지 1층,"서울특별시 강남구 도산대로8길 8, 1층 (논현동)",6038,롯데시네마 브로드웨이 3관,2.02E+13,I,59:59.0,,201869.7776,446024.4102,영화상영관,영화상영관,0,,,0,1,0,,,,,,,,,,,,,,,,,,,,영화관,,20020702,
2450,영화상영관,03_13_02_P,3220000,CDFF4220002002000009,20020702,,1,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 1층,"서울특별시 강남구 도산대로8길 8 (논현동,1층)",,롯데시네마 브로드웨이 4관,2.01E+13,I,59:59.0,,201869.7776,446024.4102,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,영화관,,20020702,
2451,영화상영관,03_13_02_P,3220000,CDFF4220002002000010,20020702,,1,영업/정상,13,영업중,,,,,540-8150,,,서울특별시 강남구 논현동 3-5번지 1층,"서울특별시 강남구 도산대로8길 8 (논현동,1층)",,롯데시네마 브로드웨이 5관,2.01E+13,I,59:59.0,,201869.7776,446024.4102,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,영화관,,20020702,
2452,영화상영관,03_13_02_P,3220000,CDFF4220002002000011,20020123,,1,영업/정상,13,영업중,,,,,753-0391,,,서울특별시 강남구 신사동 651-21,서울특별시 강남구 도산대로 323 (신사동),6021,CGV 청담씨네시티 CINEMA SWEETBOX PREMIUM 관,2.02E+13,U,40:00.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2453,영화상영관,03_13_02_P,3220000,CDFF4220002002000012,20020123,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 1관(HEADPHONE),2.02E+13,U,40:00.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2454,영화상영관,03_13_02_P,3220000,CDFF4220002002000013,20020123,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 2관(HEADPHONE),2.02E+13,U,40:00.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2455,영화상영관,03_13_02_P,3220000,CDFF4220002002000014,20020123,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 3관(COMFORT SWEETBOX PREMIUM),2.02E+13,U,40:00.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2456,영화상영관,03_13_02_P,3220000,CDFF4220002002000015,20020123,,1,영업/정상,13,영업중,,,,,,,135897,서울특별시 강남구 신사동 651-21번지,서울특별시 강남구 도산대로 323  (신사동),,씨네시티11관,2.00E+13,I,59:59.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2457,영화상영관,03_13_02_P,3220000,CDFF4220002002000016,20020123,,1,영업/정상,13,영업중,,,,,,,135897,서울특별시 강남구 신사동 651-21번지,서울특별시 강남구 도산대로 323  (신사동),,씨네시티12관,2.00E+13,I,59:59.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2458,영화상영관,03_13_02_P,3220000,CDFF4220002003000002,20031230,,1,영업/정상,13,영업중,,,,,02- 541-8888,,135897,서울특별시 강남구 신사동 651-21번지,서울특별시 강남구 도산대로 323  (신사동),,씨네시티3관,2.00E+13,I,59:59.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20031230,
2459,영화상영관,03_13_02_P,3220000,CDFF4220001999000006,19991011,,1,영업/정상,13,영업중,,,,,,,135819,서울특별시 강남구 논현동 91-6번지,서울특별시 강남구 도산대로 310  (논현동),,씨네하우스 1관,2.00E+13,I,59:59.0,,203064.6402,446594.3191,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19991011,
2460,영화상영관,03_13_02_P,3220000,CDFF4220001999000007,19991011,,1,영업/정상,13,영업중,,,,,,,135819,서울특별시 강남구 논현동 91-6번지,서울특별시 강남구 도산대로 310  (논현동),,씨네하우스 4관,2.00E+13,I,59:59.0,,203064.6402,446594.3191,영화상영관,영화상영관,,,,0,,,,,,,,,,,,,,,,,,,,,,,,19991011,
2461,영화상영관,03_13_02_P,3220000,CDFF4220002002000017,20020123,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 651-21,서울특별시 강남구 도산대로 323 (신사동),,CGV 청담씨네시티 4DX,2.02E+13,U,40:00.0,,203205.417,446740.5529,영화상영관,영화상영관,19,,,,15,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020123,
2462,영화상영관,03_13_02_P,3220000,CDFF4220002006000002,20060704,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 602,서울특별시 강남구 압구정로30길 45 (신사동),,CGV압구정 ART 1관,2.02E+13,U,40:00.0,,202530.1848,446900.9612,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060704,
2463,영화상영관,03_13_02_P,3220000,CDFF4220002006000003,20060704,,1,영업/정상,13,영업중,,,,,3446-0105,,,서울특별시 강남구 신사동 602,서울특별시 강남구 압구정로30길 45 (신사동),,CGV압구정 ART 2관,2.02E+13,U,40:00.0,,202530.1848,446900.9612,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20060704,
2464,영화상영관,03_13_02_P,3220000,CDFF4220002000000017,20000727,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,(주)강제규필름,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20000727,
2465,영화상영관,03_13_02_P,3220000,CDFF4220002000000018,20000727,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이2관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20000727,
2466,영화상영관,03_13_02_P,3220000,CDFF4220002000000019,20000727,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이3관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20000727,
2467,영화상영관,03_13_02_P,3220000,CDFF4220002000000020,20000727,,1,영업/정상,13,영업중,,,,,,,135931,서울특별시 강남구 역삼동 814-6번지,서울특별시 강남구 강남대로 438  (역삼동),,주공공이4관,2.00E+13,I,59:59.0,,202262.4579,444382.5423,영화상영관,영화상영관,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,20000727,
2468,영화상영관,03_13_02_P,3660000,CDFF4220002018000007,20180727,,1,영업/정상,13,영업중,,,,,070-7435-4504,,,대전광역시 서구 둔산동 1279 6층,"대전광역시 서구 대덕대로 216, 6층 (둔산동)",35233,롯데시네마 대전센트럴관 2관,2.02E+13,U,40:00.0,,233985.7912,316847.1617,영화상영관,,16,,,,10,6,,,,,,,,,,,,,,,,,,,,영화관,,20180727,
2469,영화상영관,03_13_02_P,3660000,CDFF4220002018000008,20180727,,1,영업/정상,13,영업중,,,,,070-7435-4504,,,대전광역시 서구 둔산동 1279 6층,"대전광역시 서구 대덕대로 216, 6층 (둔산동)",35233,롯데시네마 대전센트럴관 3관,2.02E+13,U,40:00.0,,233985.7912,316847.1617,영화상영관,,16,,,,10,6,,,,,,,,,,,,,,,,,,,,영화관,,20180727,
2470,영화상영관,03_13_02_P,3860000,CDFF4220002018000001,20180831,,1,영업/정상,13,영업중,,,,,320-6407,,,경기도 부천시 중동 1156 부천시청,"경기도 부천시 길주로 210, 부천시청 1층 (중동)",14547,판타스틱큐브,2.02E+13,U,40:00.0,,179231.3785,444548.8347,영화상영관,,12,기타,,,10,2,기타,1.15,,,,,,,,,,,,,,,,,,영화관,,20180831,일반상업지역
2471,영화상영관,03_13_02_P,3420000,CDFF4220002018000001,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,"대구광역시 동구 팔공로49길 51, 2층 (봉무동)",41026,메가박스중앙(주) 대구이시아지점 1관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,,,,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20180803,
2472,영화상영관,03_13_02_P,3420000,CDFF4220002018000002,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),41026,메가박스중앙(주) 대구이시아지점 3관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,,,,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20180803,
2473,영화상영관,03_13_02_P,3420000,CDFF4220002018000003,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),41026,메가박스중앙(주) 대구이시아지점 7관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,0,,,0,5,1,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20180803,
2474,영화상영관,03_13_02_P,3420000,CDFF4220002018000004,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),41026,메가박스중앙(주) 대구이시아지점 2관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,,,,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20180803,
2475,영화상영관,03_13_02_P,3420000,CDFF4220002018000005,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),41026,메가박스중앙(주) 대구이시아지점 4관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,0,,,0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20180803,
2476,영화상영관,03_13_02_P,3420000,CDFF4220002018000006,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),41026,메가박스중앙(주) 대구이시아지점 6관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,0,,,0,5,1,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20180803,
2477,영화상영관,03_13_02_P,3420000,CDFF4220002018000007,20180803,,1,영업/정상,13,영업중,,,,,02-3147-3741,,,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),41026,메가박스중앙(주) 대구이시아지점 5관,2.02E+13,U,40:00.0,,347543.7468,270181.3331,영화상영관,,,,,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20180803,
2478,영화상영관,03_13_02_P,4050000,CDFF4220002018000007,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 3관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
2479,영화상영관,03_13_02_P,4050000,CDFF4220002018000008,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 4관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
2480,영화상영관,03_13_02_P,4050000,CDFF4220002018000009,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 5관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
2481,영화상영관,03_13_02_P,4050000,CDFF4220002018000010,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 6관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
2482,영화상영관,03_13_02_P,4050000,CDFF4220002018000011,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 7관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
2483,영화상영관,03_13_02_P,4050000,CDFF4220002018000005,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 1관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
2484,영화상영관,03_13_02_P,4050000,CDFF4220002018000006,20180911,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",17065,롯데시네마 용인기흥 2관,2.02E+13,U,40:00.0,,210428.5473,419112.7835,영화상영관,,9,,,,7,2,,,,,,,,,,,,,,,,,,,,영화관,,20180911,
